gene_name	RPKM
AC142293.3	0.300081553
AC142528.1	17.8163409
AC144411.1	1.235305042
AC144441.1	0.441882311
AC144449.1	0.967190445
AC144450.1	1.816524209
AC144450.2	2.877930212
AC144530.1	0.593674856
AC144530.1	0.326680096
AC145098.2	7.158784439
AC145098.3	1.787004247
AC145110.1	0.442267846
AC145124.1	1.464397977
AC145124.2	1.452562285
AC145207.1	1.21775439
AC145210.1	7.148688351
AC145212.1	1.453147801
AC145285.3	5.861385687
AC146507.1	11.08075621
AC147651.1	1.765347734
AC147651.3	2.380795343
AC147651.5	0.192010224
AC148477.1	0.368271351
AC148477.2	0.355436402
AC156455.1	0.727349989
AC159540.1	3.817912378
AC159540.14	0.106838374
AC159540.2	2.226280709
AC174470.1	2.548170657
AC187648.1	0.042619266
AC205873.1	0.358921073
AC215219.1	7.242186182
AC215220.1	1.08083878
AC217771.1	0.050473276
AC217773.1	1.71609138
AC217777.1	0.039323254
AC226118.1	0.102357734
AC226119.1	0.142082598
AC226119.2	1.872099687
AC226119.2	0.69488129
AC226150.1	1.687766593
AC231381.4	0.336901375
AC232323.2	0.016380291
AC232323.3	0.163802906
AC233263.2	1.72282115
AC233263.3	0.402307137
AC233280.1	0.176859659
AC233280.2	0.457624368
AC233282.13	0.319272815
AC233282.20	1.20692141
AC233309.1	0.304744307
AC233723.1	2.822180256
ACAA1	7.702050803
ACAA2	8.121023969
ACACA	7.038921497
ACACB	5.427948597
ACAD10	10.76445823
ACAD11	5.488840801
ACAD8	4.870282866
ACAD9	22.06443163
ACADM	6.37424091
ACADS	5.904214183
ACADSB	3.880317221
ACADVL	149.3058881
ACAN	0.012927242
ACAP1	2.142381595
ACAP2	4.509773101
ACAP3	9.002785084
ACAT1	5.836838705
ACAT2	5.629643168
ACBD3	18.96585961
ACBD4	6.993114724
ACBD5	16.17453356
ACBD6	42.48507904
ACBD7	7.16179191
ACCN2	3.927504154
ACCN3	3.44448449
ACCN4	0.69054695
ACCS	4.428360323
ACD	14.90316526
ACE	1.490902918
ACE2	0.031317322
ACER2	1.030574984
ACER3	2.500869411
ACHE	1.671969951
ACIN1	86.86239066
ACLY	53.58603108
ACMSD	0.113460587
ACO1	5.520467243
ACO2	30.67108891
ACOT1	0.658452328
ACOT11	3.121243923
ACOT13	14.53409998
ACOT2	12.30691
ACOT4	7.681351354
ACOT6	0.109392279
ACOT7	13.24831023
ACOT8	6.570402824
ACOT9	5.391070513
ACOX1	5.048134514
ACOX3	7.569783189
ACOXL	0.526082545
ACP1	50.03202497
ACP2	18.34652028
ACP5	0.67421638
ACP6	13.57516581
ACPL2	2.826309228
ACPP	0.878638786
ACPT	0.489219814
ACR	0.153286599
ACRBP	0.524108502
ACRC	0.922939902
ACRV1	0.446866471
ACSBG1	0.4065808
ACSBG2	0.404977317
ACSF2	26.49382836
ACSF3	13.3390509
ACSL1	7.483340728
ACSL3	8.58680272
ACSL4	0.020594384
ACSL5	0.032494038
ACSL6	0.151165107
ACSM3	1.03086287
ACSM4	0.051274439
ACSM5	0.039281062
ACSS1	2.902991585
ACSS2	7.417546036
ACSS3	11.33423756
ACTA1	1.767884882
ACTA2	7.192729245
ACTB	1587.420453
ACTBP1	0.098679109
ACTBP11	0.975398298
ACTBP12	0.525501667
ACTBP6	4.534259792
ACTBP8	1.883363825
ACTG1	1889.599933
ACTG1P1	3.307541933
ACTG1P10	1.42108861
ACTG1P11	1.366771446
ACTG1P2	1.366771446
ACTG1P3	0.788724225
ACTG1P9	7.148443851
ACTG2	0.851394173
ACTL6A	25.30535169
ACTL6B	0.142914572
ACTL8	0.531149186
ACTN1	108.9020354
ACTN2	0.045169586
ACTN3	0.142451165
ACTN4	305.2574909
ACTR10	8.10552386
ACTR1A	17.50910625
ACTR1B	51.03799921
ACTR2	43.01029024
ACTR3	14.66468799
ACTR3B	2.2191851
ACTR3C	0.790420183
ACTR5	4.027749356
ACTR6	5.750020467
ACTR8	6.083163271
ACVR1	6.889162899
ACVR1B	21.9028351
ACVR2A	1.514762223
ACVR2B	2.740633086
ACVRL1	0.257635112
ACY1	2.196596966
ACYP1	25.20948272
ACYP2	2.353906838
AD000090.1	5.780518332
AD000090.2	3.382849537
AD000092.3	0.73415674
AD000671.1	1.428047673
AD000671.3	27.89514744
AD001527.1	0.984138426
ADA	3.53689342
ADAD2	0.096215373
ADAL	1.199169827
ADAM1	3.817477113
ADAM10	14.81415713
ADAM11	2.070849025
ADAM12	0.069179799
ADAM15	42.80635392
ADAM17	9.116710793
ADAM19	0.18641079
ADAM21	0.091296632
ADAM22	1.117831111
ADAM23	0.069435656
ADAM28	0.124594269
ADAM29	0.033031533
ADAM32	5.306870854
ADAM33	0.328563593
ADAM5P	0.27484947
ADAM7	0.097858493
ADAM8	3.851915997
ADAM9	11.72967903
ADAMTS1	0.395741293
ADAMTS10	0.025271479
ADAMTS12	0.012517649
ADAMTS13	2.626656283
ADAMTS14	0.020844534
ADAMTS17	1.061670839
ADAMTS18	0.018564883
ADAMTS19	9.925395156
ADAMTS20	0.038314965
ADAMTS4	0.481598689
ADAMTS5	0.048511417
ADAMTS7	0.639242478
ADAMTS9	0.235433758
ADAMTSL1	0.042144992
ADAMTSL3	0.583882781
ADAMTSL4	0.875343376
ADAMTSL5	2.006585595
ADAP1	25.88879624
ADAP2	0.67380275
ADAR	99.0540896
ADARB1	19.1508018
ADAT1	11.28268105
ADAT2	0.961243732
ADAT3	4.036838531
ADC	0.450738092
ADCK1	7.623657182
ADCK2	14.46223918
ADCK3	9.346374924
ADCK4	11.95855082
ADCK5	10.61995573
ADCY1	50.3427066
ADCY2	0.22169933
ADCY3	8.851633319
ADCY4	0.064397448
ADCY5	6.489740729
ADCY6	13.5823693
ADCY7	1.265485107
ADCY9	17.1289038
ADCYAP1	0.034257595
ADCYAP1R1	0.033861523
ADD1	3.647563991
ADD2	0.037510194
ADD3	2.431096481
ADH1B	0.0809159
ADH4	1.27649754
ADH5	8.577828887
ADH5P2	0.097713388
ADH6	0.098738251
ADHFE1	3.104208364
ADI1	20.51859957
ADIPOQ	0.501506157
ADIPOR1	64.47521641
ADIPOR2	22.0042379
ADK	18.08527987
ADM	0.581417937
ADM2	7.037740513
ADNP	26.12731233
ADNP2	6.832497527
ADO	7.375090539
ADORA1	0.225655691
ADORA2A	1.115459397
ADORA2B	2.405495237
ADORA3	0.116592196
ADPGK	11.42539681
ADPRH	0.386554679
ADPRHL1	14.02207999
ADPRHL2	19.49018891
ADRA1B	0.063193238
ADRA2A	0.794839946
ADRA2B	0.101070413
ADRA2C	26.70020827
ADRB1	0.997755435
ADRB3	0.037319011
ADRBK1	47.96041896
ADRBK2	0.989053075
ADRM1	310.098571
ADSL	0.869939393
ADSS	4.93839246
ADSSL1	8.252408491
AE000658.1	0.578051833
AE000659.17	0.32494038
AE000659.23	1.203143878
AE000659.7	1.615144828
AE000661.9	2.03388608
AE000662.2	3.486661851
AEBP1	0.296037327
AEBP2	8.673841377
AEN	27.48388889
AES	142.9741399
AF011889.2	0.838395789
AF011889.4	0.262750833
AF011889.5	0.631206025
AF015262.1	1.076763219
AF042090.2	1076.73433
AF064858.6	0.028728707
AF064859.2	0.232198411
AF064861.1	0.503806644
AF064861.93	0.061563816
AF064861.94	0.317886681
AF111167.1	0.273208578
AF111168.1	0.374845899
AF111169.1	3.974542158
AF121897.4	0.055190879
AF121898.1	0.726891527
AF121898.3	0.736407029
AF127577.11	0.266577302
AF127577.8	7.31261474
AF127936.3	1.345954023
AF127936.7	0.320017041
AF129075.5	1.237519418
AF129408.16	0.449201834
AF130249.5	1.168402642
AF130342.1	0.122395819
AF130358.5	0.31135322
AF131215.1	0.230412269
AF131215.2	1.297362549
AF131215.3	0.126023922
AF131215.4	0.128455963
AF131216.1	0.922939902
AF131216.5	2.398468025
AF131216.6	0.319163662
AF131217.1	0.122033165
AF146191.2	0.084160803
AF146191.4	0.224371498
AF196779.12	10.74016374
AF196969.1	2.956720538
AF196972.3	1.032882586
AF205589.1	4.018165182
AF207550.1	2.150890542
AF228730.4	1.609228547
AF228730.5	1.609228547
AF235103.1	3.547905457
AF235103.2	0.390853553
AF238380.5	0.409303782
AF241725.6	1.14406092
AF241726.2	0.157124247
AF241726.4	0.048769915
AF254982.1	3.993812666
AF277315.8	0.102357734
AFAP1	6.984544936
AFAP1L1	0.131469773
AFAP1L2	2.715268702
AFF1	4.655194848
AFF3	0.553537035
AFF4	10.17581823
AFG3L1P	0.660233534
AFG3L2	17.48311871
AFMID	10.47510114
AFTPH	5.216565324
AGA	17.35801589
AGAP1	9.841384257
AGAP10	1.55802582
AGAP11	1.156103666
AGAP2	7.529916577
AGAP3	24.36108605
AGAP5	0.079042712
AGAP6	1.109392407
AGAP7	0.435832731
AGAP8	0.039450377
AGAP9	0.182290205
AGBL2	0.552680254
AGBL3	0.204090507
AGBL4	0.111559013
AGBL5	19.66900687
AGER	0.275090415
AGFG1	8.712848228
AGFG2	4.809063416
AGGF1	7.063795965
AGGF1P1	0.105962227
AGGF1P3	0.09054398
AGK	4.993562861
AGL	0.82601014
AGMAT	3.602419024
AGPAT1	0.044002343
AGPAT1	0.044002343
AGPAT1	0.044002343
AGPAT1	0.044002343
AGPAT2	40.38716644
AGPAT3	24.66267618
AGPAT4	0.01396438
AGPAT5	3.489976168
AGPAT6	13.39303326
AGPAT9	1.168846732
AGPHD1	1.689689974
AGR2	169.0070107
AGR3	31.81986259
AGRN	85.4199118
AGRP	0.431269038
AGTPBP1	2.175096017
AGTRAP	19.58435467
AGXT	0.333070048
AGXT2L2	29.90690474
AHCTF1	1.154650445
AHCY	84.79400771
AHCYL1	45.16290898
AHCYL2	4.778988652
AHDC1	9.195136414
AHI1	2.559790418
AHNAK	64.65737596
AHNAK2	0.203866072
AHR	5.599992265
AHRR	1.105864927
AHSA1	164.4627442
AHSA2	18.58987705
AICDA	0.511019337
AIDA	4.528786337
AIF1L	28.70912942
AIFM1	46.50759506
AIFM2	12.50839939
AIFM3	2.581964855
AIG1	10.15630855
AIM1	4.280219433
AIM1L	0.56590885
AIMP1	10.70267663
AIMP2	31.29029964
AIP	118.3751682
AIPL1	0.934245052
AIRE	0.153037411
AJ003147.1	1.240734843
AJ006995.3	1.728092019
AJ239322.1	0.397754091
AJAP1	0.037587217
AK1	10.25683707
AK2	18.46832084
AK3	17.94369232
AK3P3	0.992438388
AK4	2.329626683
AK7	8.95554822
AKAP1	43.67408495
AKAP10	5.211213628
AKAP11	1.772700063
AKAP12	0.286557953
AKAP13	7.810783077
AKAP17A	35.17137778
AKAP2	0.102412274
AKAP3	0.072759091
AKAP5	0.338615225
AKAP6	0.012708846
AKAP7	0.697086484
AKAP8	18.10245159
AKAP8L	77.4627738
AKAP9	11.36960421
AKD1	0.031551235
AKIRIN1	10.81870085
AKIRIN2	47.64580062
AKNA	7.485692913
AKR1A1	41.44294606
AKR1B1	0.056906657
AKR1B10	0.276301505
AKR1B15	2.816149957
AKR1C1	0.324077451
AKR1C2	5.294961631
AKR1C3	5.044757836
AKR1D1	0.514754295
AKR1E2	4.910821012
AKR7A2	28.06225199
AKR7A2P1	0.238242621
AKR7A3	0.834963759
AKR7L	1.257593683
AKT1	176.3309755
AKT1S1	29.41870937
AKT2	67.41065972
AKT3	0.021421855
AKTIP	5.206278877
AL008719.1	0.402307137
AL008721.1	1.760093723
AL009176.1	1.030645833
AL009179.1	1.823889178
AL009179.2	0.870513989
AL020995.1	1.591736932
AL020997.1	4.576243679
AL021068.1	0.823536695
AL021154.1	0.915248736
AL021154.2	0.813554432
AL021154.3	2.691908047
AL021154.4	0.453093434
AL021392.1	2.241425476
AL021394.1	2.711848106
AL021395.1	0.722564791
AL021546.3	0.298450675
AL021579.1	2.272341689
AL021807.1	1.390251244
AL021808.2	14.84187139
AL021917.1	2.852723333
AL021920.1	0.25248241
AL022069.1	0.761336561
AL022162.1	0.283798058
AL022170.1	0.886824862
AL022237.3	0.306787286
AL022314.1	1.830497472
AL022323.1	0.107940883
AL022328.1	0.665635444
AL022341.1	0.677962027
AL022341.3	0.282338942
AL022344.3	0.061357457
AL022344.4	0.42323641
AL022344.5	0.166199014
AL022345.1	0.530578977
AL022345.2	4.049717862
AL022398.1	0.13043925
AL022476.2	0.579994398
AL023096.1	1.168402642
AL023583.1	3.922494582
AL023655.1	0.880651705
AL023713.1	2.870618095
AL023807.1	1.952530637
AL023807.2	2.059688275
AL024498.1	0.704682803
AL031003.1	0.653749097
AL031009.1	0.410067884
AL031056.1	0.414452258
AL031123.1	0.08282794
AL031123.2	0.457451091
AL031178.1	0.364883217
AL031289.1	8.498738262
AL031295.1	0.778935094
AL031296.1	1.307498194
AL031297.2	0.959212649
AL031311.1	1.136170845
AL031427.1	0.733829721
AL031431.1	1.277091259
AL031587.1	1.013612771
AL031588.1	0.838395789
AL031595.1	1.277091259
AL031664.1	0.69807107
AL031666.1	1.229071713
AL031667.1	0.030670161
AL031670.1	4.789643644
AL031671.1	1.365116759
AL031673.1	0.384020449
AL031686.1	0.040348952
AL031709.1	7.422062642
AL031719.1	0.436699198
AL031723.2	5.680854223
AL031727.2	0.534712017
AL031770.1	0.366099494
AL031775.1	1.801266394
AL031777.1	1.738314146
AL031780.1	0.47918782
AL031781.1	0.399828627
AL031963.4	0.401939061
AL033403.1	1.248066458
AL033523.1	0.299590421
AL033532.1	0.046955899
AL033538.1	0.380034077
AL034372.1	0.105809102
AL034380.1	0.776182674
AL034548.3	1.881196381
AL034550.1	1.05367236
AL034553.1	1.128941172
AL035079.1	0.16247019
AL035106.1	0.637927483
AL035411.1	0.768040897
AL035450.1	0.841608033
AL035456.1	0.104899569
AL035460.2	1.307498194
AL035461.1	0.782104718
AL035494.1	1.422666429
AL035541.1	0.371944334
AL035555.1	2.203943444
AL035610.1	0.876635049
AL035610.2	0.636552843
AL035653.1	0.149887203
AL035659.1	1.853668326
AL035659.2	4.81709861
AL035659.3	4.474549375
AL035659.4	8.804924548
AL035659.5	2.408549305
AL035661.1	0.485387035
AL035661.2	10.6977125
AL035685.1	1.307498194
AL049541.1	0.219769581
AL049712.1	0.989458093
AL049757.2	1.431525901
AL049757.3	0.123265823
AL049776.1	1.876327305
AL049779.1	0.346466398
AL049829.1	3.376199854
AL049836.1	0.275262778
AL049840.1	2.562459196
AL049840.2	3.844224327
AL050303.9	0.395783237
AL050318.1	1.075257256
AL050335.2	1.272160405
AL078585.1	0.097108619
AL078611.1	0.817997877
AL078621.4	0.445858653
AL078621.5	0.160569954
AL078633.1	0.68429812
AL078639.1	0.510836504
AL079295.1	0.096766386
AL079305.1	0.958166616
AL079307.3	0.698616377
AL079342.1	0.585159028
AL080243.2	3.396799432
AL096700.1	4.544683378
AL096700.2	1.367176535
AL096828.1	0.55751192
AL096869.1	0.268095643
AL096869.2	1.292115862
AL109615.1	0.402307137
AL109615.3	0.652777702
AL109616.1	0.725248689
AL109748.1	0.515229937
AL109749.1	8.135544319
AL109754.1	0.435832731
AL109763.2	0.515028597
AL109806.1	1.49428365
AL109809.1	0.392249458
AL109823.1	1.367176535
AL109840.2	0.957122861
AL109843.1	6.24033229
AL109917.1	1.726582768
AL109917.2	2.41384282
AL109925.1	0.374845899
AL109936.1	0.431212596
AL109954.1	0.522999278
AL109955.2	1.591736932
AL117340.2	0.21141453
AL117352.2	0.682558379
AL117352.3	1.44806088
AL117692.1	0.116181081
AL117692.2	0.807242658
AL118502.1	0.82734349
AL118506.2	2.41384282
AL118509.1	1.156103666
AL118511.1	0.385367889
AL121574.1	0.475453889
AL121578.2	6.342287015
AL121578.7	0.245704359
AL121579.1	0.752259235
AL121583.1	0.440552941
AL121587.1	0.376129617
AL121603.1	2.043346015
AL121656.4	0.122441302
AL121658.1	1.284559629
AL121673.2	0.473812978
AL121714.1	1.445129583
AL121768.1	0.146439798
AL121784.1	2.03132128
AL121809.1	1.092834311
AL121809.2	4.352231751
AL121809.3	3.796587349
AL121827.1	0.101225667
AL121833.1	3.929176856
AL121891.1	0.291790245
AL121897.1	4.118619311
AL121899.1	1.153069274
AL121900.2	0.75744723
AL121902.1	1.355924053
AL121916.1	0.356590417
AL121920.1	0.373570913
AL121928.1	12.97135738
AL121929.1	0.436121171
AL121936.3	0.876200663
AL121936.4	0.229769557
AL121944.1	0.119640358
AL121946.1	1.52541456
AL121957.1	1.333474979
AL121959.1	1230.192363
AL122007.1	1.396399398
AL122010.1	3.954439459
AL122127.1	0.346466398
AL122127.18	12.92115862
AL122127.2	0.06545283
AL132709.8	0.217055036
AL132768.1	1.446014537
AL132776.1	0.663223722
AL132777.2	0.764831813
AL132780.10	0.157049354
AL132800.1	1.728366712
AL132819.1	4.936172957
AL132821.1	3.069097557
AL132855.1	16.84057674
AL132988.2	3683.279261
AL132988.3	3.328177221
AL132996.1	0.844254599
AL133153.1	7.15683222
AL133167.1	0.314398421
AL133168.2	1.71609138
AL133174.1	1.812177643
AL133216.1	1.155550771
AL133216.2	11.31580255
AL133223.1	1.514894459
AL133223.2	1.131252356
AL133244.1	0.425697086
AL133255.1	0.136096466
AL133367.2	3.389810133
AL133368.1	0.130284518
AL133458.1	0.722564791
AL133485.1	0.637871347
AL133493.2	0.133775698
AL133509.1	0.734647815
AL133512.1	4.992265832
AL135752.1	0.989458093
AL135901.1	5.720304599
AL135901.2	2.578165453
AL135901.3	2.252919965
AL135901.4	6.703230178
AL135901.5	1.092834311
AL135914.1	4.829397585
AL135978.1	0.281614996
AL135999.2	8.568286038
AL136001.1	0.376129617
AL136040.2	0.878638786
AL136115.1	1.187727367
AL136129.1	0.60791429
AL136135.1	0.397934233
AL136139.1	1.179908845
AL136218.1	0.488132659
AL136219.1	20.75524692
AL136293.1	2.697575222
AL136293.2	2.651775522
AL136295.1	3.906396793
AL136303.1	134.6449605
AL136304.1	2.880782906
AL136304.2	6.162070697
AL136304.3	7.464164448
AL136307.1	0.76270728
AL136310.1	0.851394173
AL136359.1	0.752259235
AL136376.1	3.476315673
AL136419.1	1.50451847
AL136419.2	8.039347004
AL136419.6	0.104202892
AL136458.1	2.614996388
AL136527.1	0.637486682
AL136960.1	1.066309207
AL136962.1	0.091069526
AL136971.1	1.499383595
AL136981.1	0.238036082
AL136981.2	1.319277457
AL136982.2	2.844382036
AL136987.1	1.180966111
AL137003.1	1.27519026
AL137059.1	2.598125444
AL137061.1	0.392249458
AL137068.1	1.60335545
AL137072.1	0.390853553
AL137139.1	0.563229991
AL137141.1	0.765364797
AL137145.1	0.538821823
AL137145.2	0.927135083
AL137162.1	0.265931836
AL137218.1	0.2086037
AL137247.1	0.685633076
AL137798.2	1.341257743
AL137798.3	0.046050251
AL137845.1	0.75744723
AL137855.1	7.085796665
AL138690.1	2.473645232
AL138714.1	1.845879803
AL138721.1	0.04399353
AL138751.1	5.752992054
AL138752.1	1.965704671
AL138753.1	0.384020449
AL138756.1	0.362474747
AL138764.1	1.087424241
AL138765.1	7.24152846
AL138795.1	2.420492525
AL138795.2	5.952837306
AL138831.1	1.20692141
AL138831.2	3.948131802
AL138919.2	0.368556538
AL138921.1	4.118619311
AL138963.1	3.787236148
AL139002.1	0.816578798
AL139008.3	0.25248241
AL139008.4	0.230734975
AL139022.1	1.06218422
AL139023.1	2.650818257
AL139034.1	1.06977125
AL139035.1	3.103203868
AL139044.1	2.676057218
AL139044.2	0.335785523
AL139082.1	2.278959357
AL139082.3	0.729909078
AL139089.1	0.837172052
AL139092.1	2.034852296
AL139093.1	0.107676322
AL139098.1	2.205418641
AL139123.1	0.19452683
AL139123.2	1.637371592
AL139151.1	1.859552987
AL139183.1	0.371046785
AL139184.1	1.042688433
AL139188.1	1.807898738
AL139240.1	4.273534953
AL139286.1	1.52541456
AL139320.1	0.444655256
AL139327.1	0.267877679
AL139349.1	0.738765796
AL139353.1	0.54371212
AL139396.1	0.888710843
AL139423.1	0.392249458
AL139815.1	4.576243679
AL157386.1	2.534534961
AL157392.1	3.468310999
AL157392.2	2.720759639
AL157407.1	63.12284876
AL157687.1	2.093579559
AL157687.2	0.560992415
AL157718.1	0.734647815
AL157831.1	3.124262643
AL157877.1	1.349516094
AL157877.2	3.457470107
AL157893.1	1.007613287
AL157904.1	0.75744723
AL157931.2	0.515633091
AL157996.1	0.263380931
AL158014.1	1.887110796
AL158032.1	0.225788234
AL158068.1	1.066309207
AL158071.1	0.06277187
AL158139.1	1.248066458
AL158139.2	0.688588391
AL158151.2	2.153526437
AL158167.1	0.940909915
AL158192.2	0.749691797
AL158209.1	1.830497472
AL158801.1	1.323251184
AL158817.1	0.377422159
AL158824.3	0.732198989
AL158827.1	0.332817722
AL158835.1	3.24391957
AL159163.1	2.890259166
AL159970.1	0.418037485
AL159974.1	1.0269804
AL159986.1	1.72960391
AL160008.1	0.080816665
AL160267.1	1.639251467
AL160271.1	0.372304571
AL160276.1	1.066309207
AL160279.1	0.818752863
AL160281.1	1.870399324
AL160287.1	0.977351264
AL160313.1	0.318040101
AL160400.1	0.75744723
AL160471.6	0.125519827
AL161431.1	2.112112467
AL161445.1	6.722008925
AL161450.17	0.699553174
AL161450.2	1.664088611
AL161450.3	1.591736932
AL161450.7	1.591736932
AL161626.1	3891.686115
AL161662.1	2.785726542
AL161668.1	0.307646634
AL161669.2	0.494729046
AL161744.1	0.318809429
AL161756.1	1.343288768
AL161757.1	1.609228547
AL161779.1	1.091269965
AL161791.1	0.985652485
AL161907.1	0.833706399
AL161908.1	1.087424241
AL161915.1	2.03274537
AL161932.1	4.314744041
AL162151.3	2.085376867
AL162151.4	0.587325392
AL162311.1	1.95372245
AL162377.1	0.563229991
AL162415.2	0.165906115
AL162427.1	0.765364797
AL162430.1	2.890259166
AL162458.1	3.754866609
AL162499.3	0.056759612
AL162615.1	0.734647815
AL162730.1	0.049428375
AL162731.1	0.134650407
AL162742.1	0.287387305
AL162853.2	0.329379752
AL163011.2	1073.548095
AL163544.1	12.294386
AL163760.2	1.474226152
AL163952.1	5.019105971
AL163953.3	2.522593689
AL352979.1	5.063078113
AL353588.1	0.081115102
AL353597.1	0.403045315
AL353600.1	0.368556538
AL353608.2	0.086276393
AL353629.1	1.49428365
AL353662.1	4.634170815
AL353662.2	1.830497472
AL353662.3	7.589867566
AL353662.4	3.362138213
AL353671.1	4.576243679
AL353671.2	1.645390986
AL353671.3	0.39365537
AL353671.4	4.524825211
AL353698.1	0.174610252
AL353710.1	0.940861065
AL353717.1	0.260260304
AL353733.1	84.05345533
AL353736.1	2.646502369
AL353768.1	0.18391825
AL353791.1	0.057835623
AL353795.1	1.499383595
AL353803.1	0.752259235
AL353805.1	6.496579111
AL353898.1	3.813536399
AL353898.2	3.660994943
AL353898.3	0.430705287
AL353898.4	1.840312472
AL353997.1	1.702333298
AL353997.3	0.043036774
AL353997.5	0.069644799
AL353999.2	0.242449996
AL354696.1	1.132266477
AL354696.2	1.150050768
AL354696.3	0.035950851
AL354696.5	1.431525901
AL354751.1	0.301316456
AL354820.1	1.105669614
AL354822.1	1.812872324
AL354828.1	1.491240303
AL354898.1	0.305082912
AL355076.1	0.223231399
AL355303.1	0.864801955
AL355315.1	2.087632722
AL355344.1	1.334866489
AL355365.1	0.847214819
AL355390.1	0.235888849
AL355488.1	1.269888263
AL355679.1	0.515633091
AL355794.1	1.168402642
AL355796.1	1.00795578
AL355852.1	0.368556538
AL355916.1	0.064567812
AL355922.3	2.042615205
AL355987.1	0.325180898
AL355999.1	3.000230002
AL356004.1	1.546899272
AL356017.3	5.295283259
AL356057.1	0.790812122
AL356134.1	8.836884346
AL356259.1	8.414022608
AL356310.1	2.336805283
AL356356.1	2.203943444
AL356356.2	2.780502489
AL356356.3	13.83900197
AL356356.4	6.724276427
AL356458.1	0.807572414
AL356475.1	3.57841611
AL356512.1	0.402307137
AL356580.1	1.962840506
AL356585.2	0.393051604
AL356585.4	1.168402642
AL356735.1	0.628496986
AL356752.1	1.351950067
AL356791.1	0.332985897
AL356806.3	0.599507906
AL356915.1	2.537584943
AL356915.2	3.716236294
AL356957.3	1.52541456
AL356970.1	2.066690694
AL357078.2	2.892161904
AL357153.1	0.112819567
AL357315.1	0.420804016
AL357372.1	7.907749078
AL357512.1	2.862015591
AL357561.1	0.885724583
AL357562.1	0.541033735
AL357752.1	0.353150638
AL358073.1	0.193475951
AL358113.1	2.709193596
AL358175.1	0.043861761
AL358175.2	1.107155729
AL358334.1	6.593518683
AL358472.1	0.784498916
AL358512.1	0.774472267
AL358781.2	11.49382133
AL358786.1	0.368556538
AL358813.1	2.485860764
AL358813.2	4.170753733
AL358813.3	360.4275304
AL358913.1	1.785851192
AL358933.1	3.402034136
AL358976.1	0.057322468
AL359195.1	0.151646321
AL359220.1	0.660593875
AL359253.1	1.132266477
AL359385.2	0.832044305
AL359392.1	0.190346358
AL359454.1	0.086684963
AL359540.1	0.915248736
AL359553.1	0.025470744
AL359636.1	1.219428368
AL359643.1	0.369119564
AL359643.2	1.113482333
AL359697.1	5.325083554
AL359704.1	1.262412049
AL359709.2	1.307498194
AL359711.2	0.12860638
AL359736.2	1.88879357
AL359752.1	4.726284456
AL359853.2	12.21106954
AL359853.3	1.435276427
AL359878.1	0.702911029
AL359878.2	1.390251244
AL360001.1	1.627633061
AL360004.1	0.505662285
AL360169.1	2.256777705
AL360169.2	1.50451847
AL360172.1	2.986177403
AL360215.1	0.06660391
AL360269.1	0.337522582
AL365190.1	0.430705287
AL365202.1	6.688356147
AL365264.1	1.913411991
AL365277.2	0.558821146
AL365332.1	57.88329843
AL365356.1	0.754844318
AL365361.1	1.220331648
AL365499.1	0.240643839
AL365502.1	5.039251863
AL365502.2	2.851410166
AL365504.1	4.831769976
AL389875.1	1.245707164
AL390029.1	0.230251254
AL390196.1	2.968374278
AL390240.1	1.50451847
AL390242.1	1.14662034
AL390718.1	0.42188162
AL390719.1	7.537342531
AL390877.1	0.434539459
AL390920.1	0.669694197
AL390994.1	0.905191057
AL391122.1	0.885724583
AL391261.1	0.57203046
AL391375.4	3.379379948
AL391416.1	1.277091259
AL391417.2	0.378723615
AL391421.1	1.314300994
AL391421.3	1.657809031
AL391628.1	0.533353765
AL391728.1	0.469358326
AL391730.1	1.190567461
AL391803.1	1.703448597
AL391832.1	1.454699978
AL391868.1	2.987175457
AL392086.1	0.610165824
AL392105.1	2.07040109
AL442003.1	5.686982436
AL442125.1	0.585759191
AL442203.1	0.052853632
AL442663.1	0.372304571
AL442663.2	11.51441958
AL445163.1	11.18637344
AL445197.2	1.546899272
AL445204.1	1.20692141
AL445222.1	3.225486251
AL445228.1	1.036130644
AL445236.1	1.818231623
AL445248.1	3.254217728
AL445248.2	2.578165453
AL445309.2	2.240362181
AL445438.1	0.377422159
AL445486.1	0.24085493
AL445645.1	0.631609351
AL445669.1	0.567596115
AL445670.1	0.280536011
AL445670.2	1.053624792
AL445928.1	0.888910643
AL445929.1	0.392249458
AL449305.1	0.732198989
AL449305.2	2.727151989
AL450106.1	0.675183494
AL450226.1	3.784905542
AL450226.2	0.309379854
AL450307.1	0.097366887
AL450311.4	6.275991332
AL450342.2	3.486661851
AL450342.3	2.436444344
AL450992.2	1.953495326
AL451000.1	0.317610897
AL451054.2	0.989458093
AL451065.1	0.783422786
AL451069.1	0.478561431
AL451071.1	1.262412049
AL451125.1	1.220331648
AL451162.1	2.614996388
AL499626.1	0.749691797
AL512288.1	0.369797469
AL512310.1	0.04705649
AL512329.3	0.166157108
AL512344.1	0.056613324
AL512356.1	1.162220617
AL512408.1	1.684234962
AL512598.1	4.279084999
AL512601.1	2.135580384
AL512625.1	0.747141825
AL512631.1	0.118606748
AL512641.1	0.884079274
AL512652.1	3.818215585
AL512654.1	0.457624368
AL513013.1	1.619532105
AL513015.1	3.00903694
AL513023.1	0.787310741
AL513122.1	2.989637705
AL513185.2	0.388091337
